"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]"
37,1,1082.3331,3581.87244,106.43919,2912.73193,0,3.16228
38,1,1184.94823,326.70534,112.80405,1072.82836,0,3.16228
39,1,1164.71816,1238.1602,113.07555,2186.53463,0,3.16228
40,1,1146.17589,2784.02208,111.55818,2101.63682,0,3.16228
41,1,1159.74527,3148.61503,112.786,2746.37561,0,3.16228
42,1,1285.68755,348.21421,111.08181,2006.46011,0,3.16228
43,1,1258.1815,3450.27297,112.91687,1658.13163,0,3.16228
44,1,1261.76104,3952.33069,110.88994,1922.22578,0,3.16228
45,1,1281.31827,4965.15611,111.37577,1832.7122,0,3.16228
46,1,1228.3791,6093.03995,107.86165,1563.91985,0,3.16228
47,1,1541.28968,1660.69434,110.41529,1972.49353,0,3.16228
48,1,1553.07695,2144.99569,113.18355,1025.33168,0,3.16228
49,1,1515.05741,4841.75005,108.77541,2826.61698,0,3.16228
50,1,1579.567,5385.97911,109.55719,2912.18607,0,3.16228
51,1,1694.63465,946.92164,107.59862,1468.31881,0,3.16228
52,1,1674.77544,2544.07194,106.74257,2332.92806,0,3.16228
53,1,1638.04274,3945.12836,108.01164,1325.46318,0,3.16228
54,1,1747.1759,1836.71167,113.36965,1583.45556,0,3.16228
55,1,1799.80281,2238.50668,112.73711,2092.94277,0,3.16228
56,1,1750.66646,2715.29668,110.51216,2023.65985,0,3.16228
57,1,1709.29843,3367.0933,113.84086,1538.8841,0,3.16228
58,1,1724.1173,4891.7924,106.78834,1122.13022,0,3.16228
59,1,1768.94462,6067.43824,114.30978,2096.68343,0,3.16228
60,1,1809.77515,1348.03907,107.77314,1230.93701,0,3.16228
61,1,1825.33393,2214.12812,112.44416,2056.55861,0,3.16228
62,1,1863.44665,3076.31572,112.34511,2257.31323,0,3.16228
63,1,1855.69114,3666.39417,107.21775,2346.95876,0,3.16228
64,1,1893.42618,4157.6691,106.88303,1345.02386,0,3.16228
65,1,1878.13028,4873.87218,113.46831,1422.41378,0,3.16228
66,1,1870.33267,5065.96557,110.19969,2903.90798,0,3.16228
67,1,1815.34403,5155.74222,112.27,1039.43006,0,3.16228
68,1,1996.91215,1285.00206,110.31051,2070.47784,0,3.16228
69,1,1955.4412,2755.30968,110.65996,2521.06448,0,3.16228
70,1,1920.62399,4847.7748,110.50725,1274.67718,0,3.16228
71,1,1994.9528,5948.91422,114.45342,1902.27756,0,3.16228
72,1,2012.9726,1520.98031,112.49759,2121.8546,0,3.16228
73,1,2030.27451,3510.406,114.18515,1318.22899,0,3.16228
74,1,2053.64238,3711.33081,112.9074,1519.75759,0,3.16228
75,1,2000.1927,4906.25694,114.01752,2610.36688,0,3.16228
76,1,2172.62714,369.69823,112.09989,2359.42698,0,3.16228
77,1,2127.37343,344.61783,106.4832,2921.80473,0,3.16228
78,1,2291.13139,977.75386,108.19978,2744.02339,0,3.16228
79,1,2298.84815,2969.11311,108.23351,2326.25621,0,3.16228
80,1,2257.80756,3846.65449,114.59809,2881.05935,0,3.16228
81,1,2272.91234,4967.23078,113.98727,1046.02975,0,3.16228
82,1,2329.39754,356.24061,114.18817,2032.83667,0,3.16228
83,1,2307.65912,4954.20048,109.97612,1566.3358,0,3.16228
84,1,2417.04517,494.80592,113.79003,1506.748,0,3.16228
85,1,2419.75906,1017.25206,107.21775,2531.00155,0,3.16228
86,1,2411.852,5005.87147,113.67666,2573.64867,0,3.16228
87,1,2453.96323,5884.38818,114.43813,1664.37393,0,3.16228
88,1,2520.78481,2541.39318,107.07945,2925.72299,0,3.16228
89,1,2515.40519,5111.84906,113.44414,1820.54889,0,3.16228
90,1,2620.70866,4248.87291,111.20849,1795.13957,0,3.16228
91,1,2620.78429,4632.2641,109.40727,2577.02259,0,3.16228
92,1,2643.30029,6150.21321,108.58248,2578.17066,0,3.16228
93,1,2749.26252,2863.16883,109.15975,2809.63437,0,3.16228
94,1,2711.1329,3089.48603,108.00809,1535.19935,0,3.16228
95,1,2739.80004,4406.60411,113.25309,2480.5264,0,3.16228
96,1,2778.6954,5812.70987,112.22175,1424.60116,0,3.16228
97,1,2744.43715,5999.42463,109.0386,2843.90695,0,3.16228
98,1,2830.86685,1822.15022,109.10702,1415.83459,0,3.16228
99,1,2816.76527,3178.46415,112.82162,2548.93228,0,3.16228
100,1,2872.75225,3258.58879,109.99978,2594.64868,0,3.16228
101,1,2816.54098,4254.01915,106.51928,2870.85653,0,3.16228
102,1,2847.44027,5074.52688,112.04948,1868.83467,0,3.16228
103,1,2869.10908,5828.35516,108.87789,2205.76975,0,3.16228
104,1,2990.74262,2410.72655,108.71507,2707.34226,0,3.16228
105,1,2913.79782,6254.10137,109.00173,2298.51037,0,3.16228
106,1,3014.57294,1500.69939,112.05992,2238.88951,0,3.16228
107,1,3025.02922,4634.37566,112.89888,1132.61914,0,3.16228
108,1,3001.65945,5040.56666,112.89762,1932.65099,0,3.16228
109,1,3123.00141,111.52649,109.17949,1567.38346,0,3.16228
110,1,3134.93678,299.1366,111.78111,2790.27041,0,3.16228
111,1,3127.3668,3796.32523,110.1553,2627.28786,0,3.16228
112,1,3198.57466,4949.25872,113.25993,1708.06598,0,3.16228
113,1,3238.42559,119.97948,109.27158,1993.61221,0,3.16228
114,1,3318.42626,1049.7634,108.21488,1668.74044,0,3.16228
115,1,3376.66616,1497.92697,113.523,1840.30869,0,3.16228
116,1,3320.16056,3299.22906,109.93474,1823.08471,0,3.16228
117,1,3382.97347,3699.6305,107.52002,1916.83215,0,3.16228
118,1,3373.485,4665.86006,114.28061,2726.31387,0,3.16228
119,1,3337.48909,5403.51897,114.58517,2754.45436,0,3.16228
120,1,3324.98208,6032.94451,111.52524,1924.82607,0,3.16228
121,1,3460.70281,574.38,107.40906,1081.93306,0,3.16228
122,1,3465.06609,640.1014,108.40125,1906.53603,0,3.16228
123,1,3434.14472,924.19718,114.23825,1965.25395,0,3.16228
124,1,3438.03423,1572.56648,109.43056,2966.50252,0,3.16228
125,1,3479.85417,1716.74126,110.35995,1122.83037,0,3.16228
126,1,3453.85875,4591.89225,110.4617,1712.11415,0,3.16228
127,1,3494.34328,4948.89911,110.87844,1060.45887,0,3.16228
128,1,3466.87401,5734.67026,107.77321,1997.52588,0,3.16228
129,1,3590.35635,716.94181,111.87545,2504.35658,0,3.16228
130,1,3587.40841,1092.05075,108.62824,2178.58043,0,3.16228
131,1,3577.34192,2757.76841,111.74587,1529.8797,0,3.16228
132,1,3578.13002,5774.30125,108.76667,1215.41777,0,3.16228
133,1,3722.36003,1884.67245,110.55587,1506.47879,0,3.16228
134,1,3798.71614,5792.3066,108.58517,2823.04979,0,3.16228
135,1,3793.41069,6039.30006,111.76689,1042.68258,0,3.16228
136,1,3799.36863,6268.0036,110.42846,1782.97947,0,3.16228
137,1,3809.33799,369.92474,112.58867,2747.52081,0,3.16228
138,1,3824.61097,1006.83845,106.78001,2001.76082,0,3.16228
139,1,3805.57281,1608.93464,108.87496,2979.65743,0,3.16228
140,1,3867.6822,3335.65792,108.12637,1775.00724,0,3.16228
141,1,3837.41726,3893.25232,107.33866,1972.50676,0,3.16228
142,1,3868.62787,4782.28467,113.62516,1092.28172,0,3.16228
143,1,3898.24787,5873.99655,107.60667,2826.00857,0,3.16228
144,1,3983.52477,642.34546,113.43226,2844.53002,0,3.16228
145,1,3961.13833,3412.2831,110.72339,2952.60172,0,3.16228
146,1,3914.12657,3441.50001,112.083,1405.02857,0,3.16228
147,1,3965.071,4625.68769,109.59227,1868.52597,0,3.16228
148,1,4079.21041,3195.49036,110.61598,2715.63208,0,3.16228
149,1,4036.92522,4685.81475,110.24219,2276.13517,0,3.16228
150,1,4009.82249,5936.91569,112.14456,2204.19314,0,3.16228
151,1,4168.30605,1100.83449,110.14463,1979.84649,0,3.16228
152,1,4155.47838,1249.86176,112.58437,2991.34931,0,3.16228
153,1,4148.84412,1228.78318,110.81891,1326.70291,0,3.16228
154,1,4140.9529,5799.83165,111.70934,1045.61255,0,3.16228
155,1,4172.63207,6067.34761,106.86194,1934.84164,0,3.16228
156,1,4229.93957,1475.13943,112.27205,2693.95185,0,3.16228
157,1,4275.88708,1744.74589,109.90486,1167.79062,0,3.16228
158,1,4249.15488,1755.41074,113.1219,1234.46386,0,3.16228
159,1,4243.36197,3067.24563,108.8116,2809.20642,0,3.16228
160,1,4265.63528,3642.31819,109.69572,2129.18659,0,3.16228
161,1,4399.383,773.71205,112.68624,1631.03158,0,3.16228
162,1,4305.86914,3373.65432,113.15039,1883.67141,0,3.16228
163,1,4339.87886,3349.61561,110.2896,1276.08512,0,3.16228
164,1,4343.21375,3839.49422,113.11411,2650.55507,0,3.16228
165,1,4337.13917,6285.64999,112.87078,1966.71224,0,3.16228
166,1,4490.91661,716.09884,110.33315,1843.90025,0,3.16228
167,1,4410.30787,906.29267,111.2853,1039.57384,0,3.16228
168,1,4447.74276,1485.96223,106.94536,1064.93747,0,3.16228
169,1,4488.86785,3140.47318,110.40029,2393.55054,0,3.16228
170,1,4512.40694,559.25572,110.56488,1655.37228,0,3.16228
171,1,4559.67661,1097.27119,114.47007,2024.29222,0,3.16228
172,1,4541.13491,2324.3099,110.60904,2359.17305,0,3.16228
173,1,4517.94604,3316.10135,107.06089,2153.19923,0,3.16228
174,1,4649.25457,250.5241,107.27506,2583.02056,0,3.16228
175,1,4636.48324,2864.78238,113.47076,2709.62155,0,3.16228
176,1,4695.40294,4573.94241,112.31082,1613.85468,0,3.16228
177,1,4737.39809,212.26162,114.59589,2035.4374,0,3.16228
178,1,4776.87899,2269.45074,113.39747,2695.15686,0,3.16228
179,1,4842.32297,5307.58104,106.49247,1427.5782,0,3.16228
180,1,4993.17181,2446.12559,108.61702,1303.40864,0,3.16228
181,1,4932.3218,3287.47105,113.4296,2136.79447,0,3.16228
182,1,4970.07136,4680.12476,107.24192,1073.13432,0,3.16228
183,1,4912.71018,5546.60152,109.76085,2929.55331,0,3.16228
184,1,4933.87787,5668.88496,106.94361,1905.46453,0,3.16228
185,1,5090.9574,290.14784,109.16236,1882.3575,0,3.16228
186,1,5079.25551,1657.70143,112.67858,1722.8294,0,3.16228
187,1,5056.77375,2803.01896,108.63871,1649.85784,0,3.16228
188,1,5103.17487,2793.51958,107.45679,2973.33967,0,3.16228
189,1,5168.47332,5524.4128,106.84485,1400.45312,0,3.16228
190,1,5141.469,6101.06865,110.34298,2915.46427,0,3.16228
191,1,5234.20996,1170.87398,113.60982,1038.61044,0,3.16228
192,1,5287.93198,5528.36899,108.29699,2730.56937,0,3.16228
193,1,5268.00344,5619.20118,110.15833,1663.23939,0,3.16228
194,1,5364.0983,1728.10485,113.15857,2291.34938,0,3.16228
195,1,5325.32073,2321.33783,110.13914,1443.28416,0,3.16228
196,1,5307.89924,6138.92382,112.09358,2262.09812,0,3.16228
197,1,5464.11259,4539.67657,110.3804,2575.40938,0,3.16228
198,1,5496.36546,5187.60889,111.77013,1113.28988,0,3.16228
199,1,5476.33951,5846.98712,109.49118,2182.92982,0,3.16228
200,1,5573.81769,3896.54354,113.15586,1679.08829,0,3.16228
201,1,5586.43761,5858.64606,110.45337,2453.34185,0,3.16228
202,1,5655.67011,1510.69174,112.06192,1823.04236,0,3.16228
203,1,5632.34871,1953.31299,112.4875,2602.49673,0,3.16228
204,1,5668.72533,2252.4847,108.85287,2245.40522,0,3.16228
205,1,5650.16871,3074.28783,106.79858,2234.99428,0,3.16228
206,1,5699.83252,3278.57263,107.61292,1582.4382,0,3.16228
207,1,5680.48123,5132.70754,114.4177,2091.05939,0,3.16228
208,1,5712.27138,2311.97352,112.60724,1103.31321,0,3.16228
209,1,5724.63043,2453.25749,113.00337,2220.69663,0,3.16228
210,1,5723.27305,3216.61167,106.82886,1659.08052,0,3.16228
211,1,5774.09739,4713.01742,114.26908,1147.46727,0,3.16228
212,1,5867.37581,5165.9281,111.79569,2906.00371,0,3.16228
213,1,5819.98484,5335.51145,110.92048,2608.88564,0,3.16228
214,1,5899.0362,5472.43637,112.03332,2398.94149,0,3.16228
215,1,5961.31222,1157.51016,110.85913,1720.75602,0,3.16228
216,1,5927.51462,1310.00029,113.06961,2131.62565,0,3.16228
217,1,5902.90955,2818.54116,110.00185,1596.51617,0,3.16228
218,1,5984.47322,3120.40529,108.38016,2782.63583,0,3.16228
219,1,5961.9685,5498.72328,111.18497,2475.8893,0,3.16228
220,1,5906.44795,5920.08321,109.3893,2785.49013,0,3.16228
221,1,6006.96521,3339.53432,111.75033,1440.23039,0,3.16228
222,1,6014.10909,4125.24976,106.66162,2188.66235,0,3.16228
223,1,6013.84249,5722.65119,108.82972,2483.07924,0,3.16228
224,1,6034.61456,6254.20555,112.41907,1862.98607,0,3.16228
225,1,6127.62587,513.03616,106.76409,2403.05649,0,3.16228
226,1,6195.55867,1442.95418,112.00175,2049.24356,0,3.16228
227,1,6108.45987,1743.23098,112.26657,1547.74577,0,3.16228
228,1,6141.75604,3192.96814,110.69859,2681.29858,0,3.16228
229,1,6220.0284,804.76068,106.27563,1719.20959,0,3.16228
230,1,6259.35085,3631.37438,107.45557,2494.05334,0,3.16228
231,1,6218.10165,4039.52312,109.44183,2144.47273,0,3.16228
232,1,6243.84645,4489.7856,109.27893,2586.95896,0,3.16228
233,1,6283.56966,6295.11652,113.65648,1121.93149,0,3.16228
234,1,6359.17616,949.85654,114.23589,1636.39777,0,3.16228
235,1,6352.47182,1839.30653,106.4304,2116.86152,0,3.16228
236,1,6300.21387,2779.88078,106.76061,2457.57937,0,3.16228
237,1,6379.71159,3545.4684,112.72833,2047.03265,0,3.16228
238,1,6387.23727,3837.89063,113.99542,1478.77445,0,3.16228
239,1,6399.60389,5348.79128,110.76464,1503.15299,0,3.16228
240,2,17.94168,783.76765,110.70553,1000.04975,0,3.16228
241,2,11.81641,1379.09971,107.78014,2775.14886,0,3.16228
242,2,93.62057,3633.99563,107.96534,2480.80158,0,3.16228
243,2,43.38437,5779.56934,108.36348,2053.5086,0,3.16228
244,2,177.69249,651.66511,112.79425,2035.5192,0,3.16228
245,2,162.84936,614.79604,110.18893,1394.93031,0,3.16228
246,2,171.24914,2017.40011,112.69313,1413.03204,0,3.16228
247,2,110.76093,2157.47302,114.64429,2090.80521,0,3.16228
248,2,164.14506,3331.81509,107.12739,2029.74673,0,3.16228
249,2,231.9913,2408.03772,112.21757,2845.47918,0,3.16228
250,2,300.71128,1087.05758,109.51075,2688.08197,0,3.16228
251,2,391.39607,4714.92066,114.12959,1787.53402,0,3.16228
252,2,382.41356,4799.23955,111.67913,2603.18837,0,3.16228
253,2,316.87266,5539.40308,107.35828,2195.87617,0,3.16228
254,2,472.0696,838.2922,110.61846,1208.35735,0,3.16228
255,2,466.24918,2058.60078,110.53189,1868.73939,0,3.16228
256,2,417.50863,6382.06391,107.98857,1180.20462,0,3.16228
257,2,523.6787,1440.03929,109.29775,1024.64056,0,3.16228
258,2,560.70341,1457.85377,110.92862,2691.48804,0,3.16228
259,2,500.31091,5006.29638,112.88013,2264.13912,0,3.16228
260,2,648.86928,966.6793,107.96256,2005.78351,0,3.16228
261,2,600.62272,1005.11243,106.85479,2527.25053,0,3.16228
262,2,647.9357,3035.51445,106.54766,2358.12808,0,3.16228
263,2,606.72464,6018.98245,113.90796,1408.43101,0,3.16228
264,2,797.24746,2.68008,110.64357,1187.99286,0,3.16228
265,2,743.95502,813.12933,109.96751,1216.57563,0,3.16228
266,2,776.48769,1508.44266,108.84624,2369.80783,0,3.16228
267,2,774.9959,2683.73789,109.47237,2106.75143,0,3.16228
268,2,726.8395,3170.30689,113.21048,1712.95278,0,3.16228
269,2,734.95319,5971.58061,107.85948,2141.36751,0,3.16228
270,2,842.56101,250.37147,112.03186,1014.22339,0,3.16228
271,2,867.43568,2522.05484,110.47972,1254.26493,0,3.16228
272,2,970.96395,217.83619,109.9779,1750.63039,0,3.16228
273,2,969.73122,3038.04212,112.87575,2781.84452,0,3.16228
274,2,926.95744,4982.93596,106.29396,1133.52894,0,3.16228
275,2,986.08301,5445.55666,113.8144,1991.64753,0,3.16228
276,2,981.49267,6393.3146,111.34198,1447.34476,0,3.16228
277,2,1007.78684,550.89889,114.16392,2400.63885,0,3.16228
278,2,1032.07985,4605.27496,107.79211,2811.23632,0,3.16228
279,2,1155.69798,1698.63353,106.91381,2820.81855,0,3.16228
280,2,1178.26513,3060.47042,108.88951,2627.11955,0,3.16228
281,2,1220.73187,2559.54182,112.21404,2598.73486,0,3.16228
282,2,1291.68953,3349.70239,106.90492,2839.09142,0,3.16228
283,2,1231.97249,6040.16304,109.9194,1958.79273,0,3.16228
284,2,1370.39207,281.53762,106.37073,2237.1282,0,3.16228
285,2,1374.13863,683.91082,112.82273,1679.98475,0,3.16228
286,2,1370.54424,2266.29797,108.9943,1667.68839,0,3.16228
287,2,1324.46469,2964.17452,107.48168,2790.25249,0,3.16228
288,2,1314.52961,3124.87587,106.17737,2908.99691,0,3.16228
289,2,1368.98139,3624.6503,111.00972,2962.04735,0,3.16228
290,2,1320.22458,5473.23052,112.48821,1061.53775,0,3.16228
291,2,1418.23596,3317.76869,111.64892,2902.34041,0,3.16228
292,2,1435.22931,6193.43824,107.86135,2218.99339,0,3.16228
293,2,1587.93547,1413.30868,111.85502,2954.5751,0,3.16228
294,2,1542.26659,1539.92366,114.48173,1622.07714,0,3.16228
295,2,1583.5138,2627.19579,114.28609,2974.63873,0,3.16228
296,2,1574.02518,3674.8857,111.78087,1141.54328,0,3.16228
297,2,1546.67957,3926.35883,106.71196,1579.39341,0,3.16228
298,2,1685.40199,550.06852,110.56469,1771.78532,0,3.16228
299,2,1613.93483,841.93846,113.63178,2961.07613,0,3.16228
300,2,1632.10578,2082.3805,106.28361,1760.19998,0,3.16228
301,2,1659.85035,2694.19723,111.87009,2975.78732,0,3.16228
302,2,1610.30331,4559.21018,109.20797,2635.01892,0,3.16228
303,2,1638.04669,5291.07407,110.30497,1970.76337,0,3.16228
304,2,1675.64415,5843.04037,109.14261,2188.85212,0,3.16228
305,2,1683.89819,6302.50076,114.48164,2532.92343,0,3.16228
306,2,1762.10299,3345.35578,113.19459,1482.08303,0,3.16228
307,2,1728.43891,3640.32228,106.7863,2493.67832,0,3.16228
308,2,1849.117,1967.93079,113.84283,1353.16695,0,3.16228
309,2,1861.18475,5207.41279,106.47031,1820.8138,0,3.16228
310,2,1943.61032,1471.78735,112.3144,2443.25676,0,3.16228
311,2,1961.80044,1714.55493,107.36728,2005.4303,0,3.16228
312,2,1989.14173,3893.82883,113.21515,1938.56195,0,3.16228
313,2,1909.19909,4789.15599,110.3069,2582.14297,0,3.16228
314,2,1971.79915,5099.87884,114.17793,2539.21527,0,3.16228
315,2,1948.50653,5529.25579,108.75579,1601.87452,0,3.16228
316,2,2019.44424,21.7208,114.60451,1374.3809,0,3.16228
317,2,2016.70588,2988.94206,114.00848,1374.52029,0,3.16228
318,2,2026.67285,5883.5268,110.61614,1131.11213,0,3.16228
319,2,2054.03815,5920.38252,111.69547,2148.81275,0,3.16228
320,2,2022.07549,6283.45739,107.85183,2473.07602,0,3.16228
321,2,2179.3736,1475.07834,111.02639,2949.43219,0,3.16228
322,2,2143.64965,3500.84086,108.0454,2331.78531,0,3.16228
323,2,2105.06063,3696.29327,111.47072,1220.97493,0,3.16228
324,2,2163.26104,5550.90322,109.59104,1209.147,0,3.16228
325,2,2254.27729,1992.29564,109.32822,1586.42681,0,3.16228
326,2,2264.30644,2441.25411,113.96311,2308.99669,0,3.16228
327,2,2300.22674,1688.20858,113.93335,1092.4971,0,3.16228
328,2,2373.25145,1828.0805,112.34211,2628.01384,0,3.16228
329,2,2348.8237,4137.95309,106.73765,2510.43843,0,3.16228
330,2,2406.84528,1068.53601,106.85356,2853.16915,0,3.16228
331,2,2482.1821,1362.51483,107.68367,2166.63353,0,3.16228
332,2,2426.45441,4505.33018,109.33039,1212.71593,0,3.16228
333,2,2415.85349,4834.17661,112.82897,1133.23232,0,3.16228
334,2,2424.16183,5158.62996,108.97333,1318.27285,0,3.16228
335,2,2535.78649,448.78716,109.21367,2175.29267,0,3.16228
336,2,2593.00793,2340.51271,112.61835,2170.55515,0,3.16228
337,2,2504.99833,4716.25695,110.92212,1284.3212,0,3.16228
338,2,2633.75107,800.39032,112.76577,2940.44547,0,3.16228
339,2,2685.20398,1382.72442,108.22718,1697.56462,0,3.16228
340,2,2602.11274,1730.00039,113.12275,1723.01366,0,3.16228
341,2,2689.60418,5582.33166,112.01367,2305.06686,0,3.16228
342,2,2696.63984,6228.9906,107.40555,1802.01162,0,3.16228
343,2,2768.21422,5310.01861,110.22759,2695.34325,0,3.16228
344,2,2814.48092,224.71376,114.43109,2356.81924,0,3.16228
345,2,2842.59678,437.77698,111.7596,1848.51349,0,3.16228
346,2,2855.19452,4684.37118,113.42153,2926.55495,0,3.16228
347,2,2810.85659,5241.20793,107.47275,2396.33218,0,3.16228
348,2,2931.15402,419.83076,113.81198,1657.84429,0,3.16228
349,2,2982.82309,501.88279,106.44552,2386.17992,0,3.16228
350,2,2956.52266,1406.9342,108.47766,1112.96985,0,3.16228
351,2,2978.21584,2291.12427,114.4894,2566.46338,0,3.16228
352,2,2995.0889,2204.78253,113.39072,2324.35163,0,3.16228
353,2,2905.93845,3021.04235,107.15297,1023.35094,0,3.16228
354,2,2948.11905,3517.34105,114.47196,1399.22402,0,3.16228
355,2,2908.44169,4621.79312,110.36379,1418.56555,0,3.16228
356,2,3051.04078,375.03635,111.5161,2880.48406,0,3.16228
357,2,3024.82862,2667.48139,107.26773,2835.65714,0,3.16228
358,2,3112.83975,139.37029,106.53223,1210.3745,0,3.16228
359,2,3118.77875,788.00867,110.94507,2586.35492,0,3.16228
360,2,3160.54701,2119.31143,107.75996,2504.08749,0,3.16228
361,2,3111.22333,2347.42999,108.44438,1213.77312,0,3.16228
362,2,3290.44618,49.63234,109.38688,1700.70119,0,3.16228
363,2,3256.9368,651.72175,112.86855,1596.34973,0,3.16228
364,2,3222.05558,1822.09281,107.15406,1724.97952,0,3.16228
365,2,3222.08727,6301.68737,111.20764,2303.76994,0,3.16228
366,2,3399.03361,2702.43361,112.02836,2221.15211,0,3.16228
367,2,3377.76031,3224.35733,107.63772,2294.05921,0,3.16228
368,2,3495.35501,3583.04722,111.59749,1963.66895,0,3.16228
369,2,3428.56158,6332.31385,108.59794,2359.09304,0,3.16228
370,2,3622.35696,4054.96231,107.57605,2799.44355,0,3.16228
371,2,3605.03283,4005.72332,113.98693,2879.83772,0,3.16228
372,2,3631.65087,4303.43811,109.7567,2850.31461,0,3.16228
373,2,3672.35576,6114.50501,112.63389,1963.12896,0,3.16228
374,2,3703.29877,216.42485,108.01347,2908.31501,0,3.16228
375,2,3713.11353,349.07246,110.23284,2615.1166,0,3.16228
376,2,3743.49172,4824.51422,107.17552,2266.94925,0,3.16228
377,2,3799.40206,5386.73467,111.32578,2543.4222,0,3.16228
378,2,3760.64266,5889.15132,108.85974,2815.04776,0,3.16228
379,2,3776.53849,5838.59648,112.1604,2769.96566,0,3.16228
380,2,3763.8381,5846.2891,106.96045,1150.26907,0,3.16228
381,2,3734.24401,6390.31534,113.56448,2228.87037,0,3.16228
382,2,3870.7039,2243.12142,112.93455,2045.61087,0,3.16228
383,2,3874.30398,5797.73241,109.73823,2917.35165,0,3.16228
384,2,3936.14687,229.40592,106.51843,1283.38539,0,3.16228
385,2,3934.56564,462.16883,112.11798,1041.50097,0,3.16228
386,2,3985.12874,1195.24834,111.16466,1756.57641,0,3.16228
387,2,3907.492,5550.66573,109.88333,1631.74198,0,3.16228
388,2,4002.83345,3250.67869,106.62957,1332.38754,0,3.16228
389,2,4084.22769,5729.85882,106.91232,2776.76337,0,3.16228
390,2,4180.36951,1889.33948,112.24012,1711.16852,0,3.16228
391,2,4164.39963,2168.99076,111.00904,2046.23905,0,3.16228
392,2,4141.79218,2295.31794,107.54376,2814.40086,0,3.16228
393,2,4104.38361,3388.48858,112.47949,1620.1158,0,3.16228
394,2,4163.69038,3551.62498,106.44975,2254.11407,0,3.16228
395,2,4148.96568,3534.55074,112.97384,2073.38555,0,3.16228
396,2,4185.02808,4729.01012,114.63633,1270.10857,0,3.16228
397,2,4196.48956,6173.27655,109.70558,1830.53813,0,3.16228
398,2,4253.29498,168.69241,110.11865,1669.75242,0,3.16228
399,2,4225.90134,1340.56362,108.51484,2644.66169,0,3.16228
400,2,4286.69141,2334.98708,113.66711,2564.67289,0,3.16228
401,2,4242.18138,4166.88939,113.91695,1052.31411,0,3.16228
402,2,4241.69674,4384.87871,112.13112,2038.04657,0,3.16228
403,2,4223.10534,5548.96341,112.14327,1167.58856,0,3.16228
404,2,4320.32382,309.61842,111.59993,1131.75614,0,3.16228
405,2,4302.53281,2289.11407,113.95365,2577.80493,0,3.16228
406,2,4372.73898,2515.84638,112.97707,2756.74752,0,3.16228
407,2,4344.10891,3069.92999,110.84647,2827.18545,0,3.16228
408,2,4368.0686,4069.06074,110.7432,1348.53789,0,3.16228
409,2,4443.26803,654.1929,106.9195,2225.04294,0,3.16228
410,2,4405.27035,2354.93052,114.60859,1993.87283,0,3.16228
411,2,4464.65809,2887.21242,109.11297,2895.90609,0,3.16228
412,2,4528.81962,262.3782,109.55974,1704.45434,0,3.16228
413,2,4528.7473,2008.12837,112.14933,1823.4621,0,3.16228
