"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]"
125,1,2986.27291,388.67176,107.92362,2117.90537,50,4.47214
126,1,2927.35606,1234.91214,106.9265,2056.71381,50,4.47214
127,1,2908.45707,2657.94736,109.33403,2202.3966,50,4.47214
128,1,2902.47819,2613.45647,113.93298,2381.89262,50,4.47214
129,1,2973.67105,2895.72481,110.56928,2049.97961,50,4.47214
130,1,2946.41669,5709.9926,108.72896,2383.78367,50,4.47214
131,1,3028.85902,2662.31034,114.35575,2008.79064,50,4.47214
132,1,3002.12617,3598.91052,110.57252,2296.19897,50,4.47214
133,1,3065.8358,3915.40039,109.64464,2483.90122,50,4.47214
134,1,3071.27728,4267.3657,109.35527,2208.86334,50,4.47214
135,1,3022.05841,5420.65433,110.70735,2262.01638,50,4.47214
136,1,3033.73334,5582.51655,106.84514,2123.27894,50,4.47214
137,1,3170.73969,2715.78064,110.66572,2142.63509,50,4.47214
138,1,3128.17654,2858.85123,107.21721,2230.66282,50,4.47214
139,1,3131.07618,5249.4812,109.70521,2213.18219,50,4.47214
140,1,3161.01218,5569.32118,107.4757,2299.06497,50,4.47214
141,1,3202.22746,1619.83589,106.40819,2237.56522,50,4.47214
142,1,3238.74177,1732.76242,106.37871,2054.71664,50,4.47214
143,1,3248.2802,2198.51661,108.00905,2029.20621,50,4.47214
144,1,3243.39602,3477.62785,112.74575,2301.07629,50,4.47214
145,1,3228.86546,5640.89886,107.18008,2098.15955,50,4.47214
146,1,3381.21122,4150.77845,109.41109,2497.77423,50,4.47214
147,1,3332.01455,5932.05215,110.39808,2308.94473,50,4.47214
148,1,3353.52678,6101.22989,110.05238,2303.91029,50,4.47214
149,1,3335.63444,6385.38214,106.3899,2179.91047,50,4.47214
150,1,3408.80564,250.17343,114.03324,2465.02275,50,4.47214
151,1,3446.63778,1964.99323,109.18776,2333.7819,50,4.47214
152,1,3400.69643,2620.74926,108.02793,2148.74477,50,4.47214
153,1,3462.58439,2910.69695,112.80057,2145.245,50,4.47214
154,1,3496.05448,4199.98659,109.66654,2070.42458,50,4.47214
155,1,3402.59774,4298.08861,109.23103,2178.08508,50,4.47214
156,1,3533.23048,810.93646,111.23658,2047.70356,50,4.47214
157,1,3580.62688,2962.90078,113.02538,2295.56229,50,4.47214
158,1,3521.19384,3784.99734,106.43546,2041.41191,50,4.47214
159,1,3598.28343,5066.6835,107.76883,2438.20822,50,4.47214
160,1,3677.9823,3947.36863,112.35559,2334.17742,50,4.47214
161,1,3688.55786,4157.38065,110.36002,2050.04956,50,4.47214
162,1,3695.25987,4180.89455,112.56362,2344.65064,50,4.47214
163,1,3696.63015,5188.75481,113.97763,2260.05525,50,4.47214
164,1,3798.71922,140.42041,114.00584,2429.52062,50,4.47214
165,1,3730.11896,1312.81218,113.56639,2152.27329,50,4.47214
166,1,3773.93924,2972.77509,114.57786,2061.973,50,4.47214
167,1,3813.96015,74.87649,108.01699,2252.55528,50,4.47214
168,1,3869.903,3454.52205,106.49341,2247.40773,50,4.47214
169,1,3815.02075,4825.20387,107.49677,2124.38965,50,4.47214
170,1,3883.83179,5816.6391,106.84123,2433.56428,50,4.47214
171,1,3968.65135,335.26945,107.45366,2203.49088,50,4.47214
172,1,3970.93361,657.02774,111.58012,2123.9342,50,4.47214
173,1,3990.14694,2247.967,108.69544,2466.07285,50,4.47214
174,1,3939.71592,3746.20136,108.38945,2057.10418,50,4.47214
175,1,3996.64015,4625.95594,106.44271,2101.89125,50,4.47214
176,1,3945.15292,6332.78279,107.69794,2308.10782,50,4.47214
177,1,4083.36615,2544.66939,110.49797,2428.71725,50,4.47214
178,1,4071.76948,5148.94749,111.1529,2330.91996,50,4.47214
179,1,4050.83896,5594.75387,112.76649,2433.99677,50,4.47214
180,1,4156.77806,815.39942,113.15362,2045.21425,50,4.47214
181,1,4238.00018,664.72336,111.61989,2148.31155,50,4.47214
182,1,4215.82709,1690.384,113.49099,2023.27497,50,4.47214
183,1,4213.51759,2334.18866,107.32528,2370.06448,50,4.47214
184,1,4268.66535,5376.14537,108.26961,2187.35141,50,4.47214
185,1,4212.58715,5437.66094,107.32707,2109.73164,50,4.47214
186,1,4207.48706,6137.03872,111.14344,2181.05722,50,4.47214
187,1,4348.22388,919.17364,112.40729,2164.56091,50,4.47214
188,1,4454.77706,578.7534,108.35608,2258.27649,50,4.47214
189,1,4479.66827,1045.90517,107.81353,2238.75183,50,4.47214
190,1,4431.43122,1470.33799,108.30299,2196.99957,50,4.47214
191,1,4469.27997,4131.78072,113.79561,2099.60843,50,4.47214
192,1,4417.92749,4283.89808,113.17417,2205.51497,50,4.47214
193,1,4427.90975,4487.95886,113.02177,2217.28212,50,4.47214
194,1,4435.71859,5299.99475,113.29212,2274.71234,50,4.47214
195,1,4591.39243,477.15924,109.23047,2432.07797,50,4.47214
196,1,4503.17996,1612.03091,106.80761,2453.89471,50,4.47214
197,1,4503.43756,3276.06789,113.92095,2461.93727,50,4.47214
198,1,4563.29472,4832.08957,114.60606,2470.06043,50,4.47214
199,1,4576.37084,6096.98072,106.6912,2007.12754,50,4.47214
200,1,4667.10065,992.22659,114.22325,2446.35746,50,4.47214
201,1,4678.07494,2800.90868,108.98482,2309.15925,50,4.47214
202,1,4602.48189,2960.25995,112.57631,2118.53678,50,4.47214
203,1,4688.0615,4917.16811,107.75569,2051.57275,50,4.47214
204,1,4609.92218,5420.77228,114.04626,2145.91419,50,4.47214
205,1,4697.11861,5943.26613,108.04743,2051.72724,50,4.47214
206,1,4781.90517,4345.77304,110.812,2473.54902,50,4.47214
207,1,4702.09508,6042.9659,109.24521,2055.81703,50,4.47214
208,1,4897.4851,2506.24751,112.31546,2076.80508,50,4.47214
209,1,4965.93724,32.00568,111.32933,2015.66203,50,4.47214
210,1,4906.20362,4257.29392,110.45105,2261.29997,50,4.47214
211,1,5005.45948,4208.5185,110.82081,2324.0822,50,4.47214
212,1,5196.0699,1342.4081,108.4373,2228.55335,50,4.47214
213,1,5135.49416,3096.181,107.16763,2349.60499,50,4.47214
214,1,5176.24426,3057.50609,108.83163,2261.88494,50,4.47214
215,1,5108.56962,3804.43465,113.62184,2368.16311,50,4.47214
216,1,5128.67037,3914.05143,108.61693,2432.88158,50,4.47214
217,1,5173.79692,5492.61859,111.31287,2298.95646,50,4.47214
218,1,5148.34667,5595.07642,108.24143,2137.51013,50,4.47214
219,1,5105.05942,5763.28544,112.42617,2291.85616,50,4.47214
220,1,5275.57893,1342.15319,107.66524,2362.33448,50,4.47214
221,1,5257.62525,1569.24023,107.30705,2492.36384,50,4.47214
222,1,5398.09305,473.93991,112.55466,2405.71048,50,4.47214
223,1,5332.72833,2283.58572,107.52138,2261.56818,50,4.47214
224,1,5367.27215,3397.34251,110.52154,2116.00575,50,4.47214
225,1,5495.23369,216.57672,108.85158,2469.35907,50,4.47214
226,1,5492.09535,1868.73048,111.08123,2461.62437,50,4.47214
227,1,5427.31686,2191.35179,111.35399,2470.63642,50,4.47214
228,1,5496.56233,2365.89577,107.46529,2333.04345,50,4.47214
229,1,5465.63895,4720.27201,107.0621,2002.76224,50,4.47214
230,1,5424.23514,4764.02397,106.46998,2457.74724,50,4.47214
231,1,5411.49074,6155.37223,113.05242,2382.16619,50,4.47214
232,1,5513.55486,682.54493,112.42243,2301.37017,50,4.47214
233,1,5540.58346,1580.86018,112.40344,2208.88335,50,4.47214
234,1,5530.96991,4548.85243,114.2566,2077.16714,50,4.47214
235,1,5569.09483,4784.84336,114.56414,2255.09238,50,4.47214
236,1,5569.80482,4949.80491,107.88502,2226.74844,50,4.47214
237,1,5550.09539,5123.1816,110.03998,2348.78076,50,4.47214
238,1,5546.37749,5181.44468,111.68676,2402.4626,50,4.47214
239,1,5617.5112,979.31972,113.90983,2369.58758,50,4.47214
240,1,5651.12382,1016.73285,107.70519,2153.7033,50,4.47214
241,1,5687.1679,2696.835,111.22772,2181.17687,50,4.47214
242,1,5629.71276,2734.33519,112.47965,2488.7214,50,4.47214
243,1,5617.00307,4034.84299,107.60775,2466.12365,50,4.47214
244,1,5626.14543,6041.36053,106.72251,2488.15885,50,4.47214
245,1,5726.48537,5008.47295,111.04943,2047.21654,50,4.47214
246,1,5737.61378,5275.69077,108.52428,2241.23787,50,4.47214
247,1,5792.78778,5847.00649,106.5899,2158.8409,50,4.47214
248,1,5866.82605,342.35061,113.1675,2217.71234,50,4.47214
249,1,5885.505,570.5008,114.15707,2197.21045,50,4.47214
250,1,5830.35457,778.83532,110.06047,2215.51794,50,4.47214
251,1,5860.02946,1488.78372,110.32019,2085.88594,50,4.47214
252,1,5836.07564,2117.16957,112.08072,2136.02426,50,4.47214
253,1,5841.21865,3039.37446,112.90591,2183.31898,50,4.47214
254,1,5817.68772,4286.69249,113.97294,2463.73702,50,4.47214
255,1,5891.76493,4627.0883,106.30331,2188.64327,50,4.47214
256,1,5840.98195,5540.08618,108.72431,2357.47499,50,4.47214
257,1,5845.18669,5584.05602,109.69974,2464.5324,50,4.47214
258,1,5810.42015,5819.83345,111.48773,2444.57612,50,4.47214
259,1,5894.25072,6194.18378,107.95386,2226.40331,50,4.47214
260,1,5865.56476,6273.88306,106.97144,2183.40908,50,4.47214
261,1,5934.23123,1071.6108,112.48793,2438.78271,50,4.47214
262,1,5939.49078,5485.88795,112.99037,2290.58178,50,4.47214
263,1,5979.79542,6043.78282,114.20967,2000.22146,50,4.47214
264,1,5984.05792,6245.6424,109.43067,2471.63594,50,4.47214
265,1,6080.69903,1267.35321,110.85305,2200.28744,50,4.47214
266,1,6034.28473,2115.64558,106.84288,2207.93665,50,4.47214
267,1,6028.32092,5947.32685,110.46018,2048.85147,50,4.47214
268,1,6131.702,47.99043,108.07597,2219.76544,50,4.47214
269,1,6138.31745,2485.78536,110.19762,2082.25382,50,4.47214
270,1,6172.74303,2651.38448,111.44257,2180.68323,50,4.47214
271,1,6124.20728,4335.59533,111.66698,2473.90981,50,4.47214
272,1,6255.68484,226.05198,108.02022,2404.29014,50,4.47214
273,1,6229.83645,1125.34304,107.34318,2138.47538,50,4.47214
274,1,6285.42331,2210.03239,110.28076,2167.62503,50,4.47214
275,1,6274.39477,2766.69526,107.90053,2473.84404,50,4.47214
276,1,6254.94451,2918.06886,106.17246,2324.41401,50,4.47214
277,1,6217.34364,5187.25879,109.37583,2465.0482,50,4.47214
278,1,6206.42801,5485.58372,108.89715,2070.39801,50,4.47214
279,1,6216.43472,5980.11522,106.35287,2305.18529,50,4.47214
280,1,6266.65966,6087.20269,107.91692,2102.11863,50,4.47214
281,1,6346.94735,691.07062,106.58225,2038.70432,50,4.47214
282,1,6345.00231,5346.74633,106.49346,2388.75429,50,4.47214
283,2,25.51825,6210.48894,108.17455,2425.96814,50,4.47214
284,2,138.2678,4223.66633,114.01825,2435.07044,50,4.47214
285,2,147.3368,4259.27367,114.09935,2170.96954,50,4.47214
286,2,272.36225,295.63255,108.31242,2097.38013,50,4.47214
287,2,201.98562,670.21797,111.75362,2349.75915,50,4.47214
288,2,290.88228,3772.1167,107.61585,2412.21609,50,4.47214
289,2,264.13203,5015.07255,113.47156,2030.41567,50,4.47214
290,2,314.61487,368.15099,109.18061,2069.51197,50,4.47214
291,2,385.00472,616.7516,111.0857,2268.48729,50,4.47214
292,2,393.56999,4128.89069,112.86212,2162.52427,50,4.47214
293,2,428.46098,4296.78409,107.23768,2212.05377,50,4.47214
294,2,533.68877,4524.20776,113.36538,2473.27746,50,4.47214
295,2,501.13615,5371.34106,110.46533,2184.42506,50,4.47214
296,2,643.96255,2400.13286,107.6966,2216.85318,50,4.47214
297,2,676.52019,2867.85886,110.61802,2478.96542,50,4.47214
298,2,639.71638,5491.59391,109.01725,2181.54478,50,4.47214
299,2,718.91761,844.44312,110.44632,2225.83591,50,4.47214
300,2,731.64836,4208.97095,106.53071,2093.03465,50,4.47214
301,2,750.37193,4892.50919,108.62616,2271.41641,50,4.47214
302,2,860.83906,1890.75256,112.9007,2220.25046,50,4.47214
303,2,851.36196,1809.15849,107.49397,2311.71518,50,4.47214
304,2,853.08922,2680.04927,111.74348,2131.69413,50,4.47214
305,2,848.81922,3496.51058,114.1354,2292.89703,50,4.47214
306,2,815.08263,4036.22904,113.88227,2378.93753,50,4.47214
307,2,965.42581,4895.28654,112.46246,2101.97555,50,4.47214
308,2,944.41617,5991.91734,108.7039,2099.39595,50,4.47214
309,2,1074.70779,1859.57826,111.92595,2124.78778,50,4.47214
310,2,1068.34281,4189.51683,109.18442,2076.85427,50,4.47214
311,2,1073.56263,4889.92466,110.47515,2163.77222,50,4.47214
312,2,1041.30272,5306.144,111.49744,2213.76576,50,4.47214
313,2,1023.96926,6253.28082,114.24082,2259.24402,50,4.47214
314,2,1178.31884,2204.70337,110.84632,2023.8531,50,4.47214
315,2,1222.10911,944.53852,110.42101,2313.35795,50,4.47214
316,2,1270.47078,1723.03061,113.9167,2331.25761,50,4.47214
317,2,1319.67902,494.99049,113.98012,2364.99653,50,4.47214
318,2,1381.69991,526.69428,110.75007,2250.05575,50,4.47214
319,2,1398.14853,2841.41013,112.32231,2315.32572,50,4.47214
320,2,1352.61483,2911.82812,112.67858,2107.88098,50,4.47214
321,2,1389.88758,3307.76965,106.92058,2469.29369,50,4.47214
322,2,1360.92102,3532.64096,113.36119,2055.37999,50,4.47214
323,2,1384.71843,3725.74197,112.50452,2422.67099,50,4.47214
324,2,1358.01152,4043.12797,109.93833,2129.96193,50,4.47214
325,2,1365.78364,4131.33764,111.51289,2065.17533,50,4.47214
326,2,1397.45694,5339.28614,114.23884,2229.29787,50,4.47214
327,2,1484.69695,4450.30114,108.3195,2204.05146,50,4.47214
328,2,1516.50777,469.63362,112.17034,2272.62132,50,4.47214
329,2,1587.2907,2572.46613,112.96849,2285.87629,50,4.47214
330,2,1555.61103,3810.66097,108.12262,2449.81129,50,4.47214
331,2,1529.15797,3888.94551,111.54401,2128.57988,50,4.47214
332,2,1523.94526,4043.9823,110.30467,2456.96842,50,4.47214
333,2,1635.13876,1336.6536,106.34374,2024.87854,50,4.47214
334,2,1648.27163,1812.91307,111.79165,2280.68978,50,4.47214
335,2,1698.98565,3104.69945,107.90472,2332.90628,50,4.47214
336,2,1649.48771,3851.61892,109.14682,2090.35546,50,4.47214
337,2,1670.9912,5255.16109,113.96833,2460.41103,50,4.47214
338,2,1605.05053,5618.20138,112.70612,2453.04767,50,4.47214
339,2,1701.67641,1963.96196,111.33051,2000.68066,50,4.47214
340,2,1857.37848,4022.12913,112.30233,2333.74441,50,4.47214
341,2,1888.09084,4189.05916,112.5954,2119.94317,50,4.47214
342,2,1884.26628,4129.6329,108.62107,2496.75007,50,4.47214
343,2,1855.63766,4326.75928,107.97176,2493.45896,50,4.47214
344,2,1981.46214,138.73142,110.37798,2240.52368,50,4.47214
345,2,2060.10342,58.56011,108.93493,2482.78859,50,4.47214
346,2,2073.93238,1588.23708,107.39337,2334.1699,50,4.47214
347,2,2034.78673,5573.47419,110.10202,2063.62848,50,4.47214
348,2,2110.46506,2201.78493,107.07364,2427.70051,50,4.47214
349,2,2165.14193,2653.12426,114.44087,2069.74786,50,4.47214
350,2,2143.74059,3551.85636,106.4879,2428.8502,50,4.47214
351,2,2175.37879,4627.5331,114.16,2486.43366,50,4.47214
352,2,2190.10202,6213.59466,110.62967,2499.70992,50,4.47214
353,2,2272.1229,3089.22909,109.95527,2094.89413,50,4.47214
354,2,2376.6517,2800.01602,107.01801,2320.29348,50,4.47214
355,2,2378.3502,4076.9351,113.61108,2379.02321,50,4.47214
356,2,2317.4215,6273.42978,110.9204,2150.65443,50,4.47214
357,2,2407.86151,353.77078,112.77142,2006.57472,50,4.47214
358,2,2482.61268,3391.07581,113.29952,2207.36278,50,4.47214
359,2,2460.81961,6114.28068,114.28238,2390.33159,50,4.47214
360,2,2469.20494,6195.00816,108.70408,2046.06777,50,4.47214
361,2,2561.76266,199.02744,109.65571,2378.42636,50,4.47214
362,2,2506.92401,2748.21467,112.06212,2254.62902,50,4.47214
363,2,2501.82166,3037.37622,109.71045,2451.91725,50,4.47214
364,2,2587.60782,3948.11325,107.49207,2137.20396,50,4.47214
365,2,2529.56926,6216.51207,111.80388,2215.00712,50,4.47214
366,2,2647.62846,126.75356,112.4913,2105.68628,50,4.47214
367,2,2649.84759,1244.77764,107.73875,2287.57739,50,4.47214
368,2,2697.1603,4168.9791,108.02899,2375.37262,50,4.47214
369,2,2777.95968,581.22971,111.48771,2096.90122,50,4.47214
370,2,2796.93555,2064.47927,112.81936,2419.79334,50,4.47214
371,2,2796.58812,3586.54462,111.58971,2046.71642,50,4.47214
372,2,2867.2476,747.40564,108.5226,2285.31091,50,4.47214
373,2,2876.1401,1312.4429,108.39711,2479.94604,50,4.47214
374,2,2876.15073,1458.47362,108.35932,2457.18002,50,4.47214
375,2,2893.58992,1930.467,111.82272,2209.21631,50,4.47214
376,2,2813.42337,3702.69009,112.61802,2231.93727,50,4.47214
377,2,2856.70124,4651.14828,106.21125,2320.73337,50,4.47214
378,2,2892.81473,5977.10073,113.17391,2226.29162,50,4.47214
379,2,2978.66409,671.64529,113.12949,2059.48713,50,4.47214
380,2,2983.0885,1765.73002,113.18908,2150.73886,50,4.47214
381,2,2939.2771,4699.2369,106.84586,2249.6786,50,4.47214
382,2,3027.96014,162.22649,110.31371,2449.75405,50,4.47214
383,2,3043.34684,1924.2776,112.44234,2193.95148,50,4.47214
384,2,3098.89892,3341.94477,110.9129,2087.23416,50,4.47214
385,2,3198.05538,1077.45347,108.38111,2209.93678,50,4.47214
386,2,3166.69468,3521.36354,109.09224,2465.25371,50,4.47214
387,2,3156.731,3613.86694,108.06664,2278.65148,50,4.47214
388,2,3116.03704,5124.11773,113.28194,2094.89066,50,4.47214
389,2,3225.35405,866.75843,109.38008,2295.54622,50,4.47214
390,2,3252.38554,2335.5064,111.25587,2492.53114,50,4.47214
391,2,3255.00852,3766.01749,107.14198,2170.7159,50,4.47214
392,2,3385.56342,1541.52536,106.68889,2146.55781,50,4.47214
393,2,3309.24798,2644.0254,109.44158,2328.24094,50,4.47214
394,2,3323.49834,6142.06172,112.83186,2379.31044,50,4.47214
395,2,3499.05703,266.15879,112.24673,2043.55062,50,4.47214
396,2,3451.18472,881.2665,107.0744,2415.02054,50,4.47214
397,2,3445.39723,3360.94009,107.30937,2417.0912,50,4.47214
398,2,3410.18003,4361.16305,110.80171,2124.45415,50,4.47214
399,2,3530.21799,5050.05495,108.52917,2312.51866,50,4.47214
400,2,3660.24255,720.51278,109.45816,2238.84729,50,4.47214
401,2,3632.2453,4499.94095,111.11463,2204.02684,50,4.47214
402,2,3695.08868,4659.49728,109.76566,2189.56965,50,4.47214
403,2,3778.63854,4399.89522,110.58056,2140.92462,50,4.47214
404,2,3890.01543,2770.03472,112.438,2487.30588,50,4.47214
405,2,3814.25043,3230.15843,114.58742,2331.19461,50,4.47214
406,2,3871.80852,3325.05977,108.25083,2213.32609,50,4.47214
407,2,3847.76932,4284.8507,107.81205,2320.07827,50,4.47214
408,2,3815.60559,4562.80049,111.69271,2036.79315,50,4.47214
409,2,4068.86218,2376.49154,106.57507,2219.44729,50,4.47214
410,2,4085.31385,2436.80991,108.52962,2053.00212,50,4.47214
411,2,4090.16085,6359.07684,108.7599,2444.46318,50,4.47214
412,2,4135.6157,3018.38954,113.89397,2374.56885,50,4.47214
413,2,4263.06479,341.16802,111.36731,2022.77101,50,4.47214
